Title,Company,Location,Category,Salary,FullDescription,Requirements,job_text,job_text_clean,Title_clean,Requirements_clean
TSCM Practitioner support (Level 3) 127-014 with Security Clearance,IC-CAP,"Saint Louis, Saint Louis County",IT Jobs,1,"TSCM Practitioner support (Level 3) will conduct TSCM, Foreign Visit, Gift Inspection, Digital Counterexploitation, Technical Evaluation activities and other technical operations supporting the NGA TSCM program, TSSC modernization goals, and Office of Counterintelligence Technical CI Division. Maintain familiarization with all governing national and agency level policies, ensuring compliance with all facets of reporting and training requirements as well as all other regulatory guidelines. Dutie…",,"TSCM Practitioner support (Level 3) will conduct TSCM, Foreign Visit, Gift Inspection, Digital Counterexploitation, Technical Evaluation activities and other technical operations supporting the NGA TSCM program, TSSC modernization goals, and Office of Counterintelligence Technical CI Division. Maintain familiarization with all governing national and agency level policies, ensuring compliance with all facets of reporting and training requirements as well as all other regulatory guidelines. Dutie…",tscm practitioner support level 3 conduct tscm foreign visit gift inspection digital counterexploitation technical evaluation activity technical operation supporting nga tscm program tssc modernization goal office counterintelligence technical ci division maintain familiarization governing national agency level policy ensuring compliance facet reporting training requirement well regulatory guideline dutie,tscm practitioner support level 3 127 014 security clearance,
Associate Systems Engineer,Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company is actively seeking Associate Systems Engineers to join its Saint-Louis based Divisions/Business Units, work locations to include Hazelwood, MO, Saint Charles, MO, or Berkeley, MO. Boeing is focused on providin…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company is actively seeking Associate Systems Engineers to join its Saint-Louis based Divisions/Business Units, work locations to include Hazelwood, MO, Saint Charles, MO, or Berkeley, MO. Boeing is focused on providin…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing company actively seeking associate system engineer join saint louis based division business unit work location include hazelwood mo saint charles mo berkeley mo boeing focused providin,associate system engineer,
"Electrical Design, Analysis and Test Engineer - (Signing Bonus Potential)",Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company has an exciting opportunity for an Electronic Systems Design, Analysis, and Test Engineer for current and emerging programs across the St. Louis region, including Berkeley, MO, Hazelwood, MO, St. Charles, MO, a…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company has an exciting opportunity for an Electronic Systems Design, Analysis, and Test Engineer for current and emerging programs across the St. Louis region, including Berkeley, MO, Hazelwood, MO, St. Charles, MO, a…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing company exciting opportunity electronic system design analysis test engineer current emerging program across st louis region including berkeley mo hazelwood mo st charles mo,electrical design analysis test engineer signing bonus potential,
F-15 Mission Systems Integration Architect,Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Defense, Space & Security (BDS) team is seeking is seeking a Senior Design and Analysis Engineer located in Berkeley, MO. As a member of the team, you will lead the development and execution of new avionics architectur…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Defense, Space & Security (BDS) team is seeking is seeking a Senior Design and Analysis Engineer located in Berkeley, MO. As a member of the team, you will lead the development and execution of new avionics architectur…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd team seeking seeking senior design analysis engineer located berkeley mo member team lead development execution new avionics architectur,f 15 mission system integration architect,
Operations Manager (TS/SCI) with Security Clearance,Figure Eight Federal LLC,"Saint Louis, Saint Louis County",Scientific & QA Jobs,1,"Figure Eight Federal (F8F): Leading the Future of AI Training Data Figure Eight Federal (F8F) provides accurate and reliable human annotated datasets that fuel AI and machine learning for some of the world's biggest brands. With more than 25 years of industry knowledge, F8F's technology powers many of the AI interactions we experience every day. Our solutions and expertise empower our clients to achieve their AI goals and make a significant impact in their industry. We are seeking an exceptiona…",,"Figure Eight Federal (F8F): Leading the Future of AI Training Data Figure Eight Federal (F8F) provides accurate and reliable human annotated datasets that fuel AI and machine learning for some of the world's biggest brands. With more than 25 years of industry knowledge, F8F's technology powers many of the AI interactions we experience every day. Our solutions and expertise empower our clients to achieve their AI goals and make a significant impact in their industry. We are seeking an exceptiona…",figure eight federal f8f leading future ai training data figure eight federal f8f provides accurate reliable human annotated datasets fuel ai machine learning world biggest brand 25 year industry knowledge f8f technology power many ai interaction experience every day solution expertise empower client achieve ai goal make significant impact industry seeking exceptiona,operation manager t sci security clearance,
System Engineer (Senior) 112-131 with Security Clearance,IC-CAP,"Saint Louis, Saint Louis County",IT Jobs,1,"System Engineer (Senior): Overall Assignment Description: The N2W Deployment Systems Engineer shall provide systems engineering, systems integration, project management, process and schedule documentation support. The N2W Deployment Systems Engineer will support the Enterprise Deployment process planning, deployment program coordination, schedule development, mission dependency development and documentation of the deployment of the NCW Enterprise to the new N2W building. The N2W Deployment Syst…",,"System Engineer (Senior): Overall Assignment Description: The N2W Deployment Systems Engineer shall provide systems engineering, systems integration, project management, process and schedule documentation support. The N2W Deployment Systems Engineer will support the Enterprise Deployment process planning, deployment program coordination, schedule development, mission dependency development and documentation of the deployment of the NCW Enterprise to the new N2W building. The N2W Deployment Syst…",system engineer senior overall assignment description n2w deployment system engineer shall provide system engineering system integration project management process schedule documentation support n2w deployment system engineer support enterprise deployment process planning deployment program coordination schedule development mission dependency development documentation deployment ncw enterprise new n2w building n2w deployment syst,system engineer senior 112 131 security clearance,
N2W TSCM Support (Level 3) 127-015 with Security Clearance,IC-CAP,"Saint Louis, Saint Louis County",IT Jobs,1,"N2W TSCM Support (Level 3) to conduct TSCM, Foreign Visit, Gift Inspection, Digital Counterexploitation, Technical Evaluation activities and other technical operations supporting the NGA TSCM program, TSSC modernization goals, and Office of Counterintelligence Technical CI Division. Maintain familiarization with all governing national and agency level policies, ensuring compliance with all facets of reporting and training requirements as well as all other regulatory guidelines. Duties may inclu…",,"N2W TSCM Support (Level 3) to conduct TSCM, Foreign Visit, Gift Inspection, Digital Counterexploitation, Technical Evaluation activities and other technical operations supporting the NGA TSCM program, TSSC modernization goals, and Office of Counterintelligence Technical CI Division. Maintain familiarization with all governing national and agency level policies, ensuring compliance with all facets of reporting and training requirements as well as all other regulatory guidelines. Duties may inclu…",n2w tscm support level 3 conduct tscm foreign visit gift inspection digital counterexploitation technical evaluation activity technical operation supporting nga tscm program tssc modernization goal office counterintelligence technical ci division maintain familiarization governing national agency level policy ensuring compliance facet reporting training requirement well regulatory guideline duty may inclu,n2w tscm support level 3 127 015 security clearance,
[High Salary] Systems Engineer (Experienced or Lead),Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. A leading global aerospace company and top U.S. exporter, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. Our U.S. and global workforce…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. A leading global aerospace company and top U.S. exporter, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. Our U.S. and global workforce…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u leading global aerospace company top u exporter boeing develops manufacture service commercial airplane defense product space system customer 150 country u global workforce,high salary system engineer experienced lead,
Systems Engineer (Experienced or Lead),Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. A leading global aerospace company and top U.S. exporter, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. Our U.S. and global workforce…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. A leading global aerospace company and top U.S. exporter, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. Our U.S. and global workforce…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u leading global aerospace company top u exporter boeing develops manufacture service commercial airplane defense product space system customer 150 country u global workforce,system engineer experienced lead,
"Senior Electronic Systems Design, Analysis, and Test Engineer - Fighters - (Signing Bonus Potential)",Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company has an exciting opportunity for a Senior Electronic Systems Design, Analysis, and Test Engineer for Fighters programs located in Berkeley, MO. These programs include: - F/A-18, EA-18G, F-15, F-22 - production t…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company has an exciting opportunity for a Senior Electronic Systems Design, Analysis, and Test Engineer for Fighters programs located in Berkeley, MO. These programs include: - F/A-18, EA-18G, F-15, F-22 - production t…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing company exciting opportunity senior electronic system design analysis test engineer fighter program located berkeley mo program include f 18 ea 18g f 15 f 22 production,senior electronic system design analysis test engineer fighter signing bonus potential,
Equipment & Tool Engineer with Security Clearance,Beacon Hill,"Saint Louis, Saint Louis County",Engineering Jobs,1,"As a Tooling Engineer, you will evaluate program and project requirements to develop complex equipment and tooling concepts. You will analyze technical data to assess the impact on product engineering design and rate estimates, while also identifying opportunities for robotics, automation, and system integration. Your role will ensure compliance with safety, producibility, maintainability, reliability, and regulatory requirements. Key Responsibilities: Develop and design tooling solutions using…",,"As a Tooling Engineer, you will evaluate program and project requirements to develop complex equipment and tooling concepts. You will analyze technical data to assess the impact on product engineering design and rate estimates, while also identifying opportunities for robotics, automation, and system integration. Your role will ensure compliance with safety, producibility, maintainability, reliability, and regulatory requirements. Key Responsibilities: Develop and design tooling solutions using…",tooling engineer evaluate program project requirement develop complex equipment tooling concept analyze technical data assess impact product engineering design rate estimate also identifying opportunity robotics automation system integration role ensure compliance safety producibility maintainability reliability regulatory requirement key responsibility develop design tooling solution using,equipment tool engineer security clearance,
(Urgent Search) Experienced Mass Properties Engineer,Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Defense, Space & Security's Phantom Works division is seeking an Experienced Mass Properties Engineer at the Hazelwood, MO or Berkeley, MO site to support upcoming Advanced Development Programs. The individual in this role…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Defense, Space & Security's Phantom Works division is seeking an Experienced Mass Properties Engineer at the Hazelwood, MO or Berkeley, MO site to support upcoming Advanced Development Programs. The individual in this role…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security phantom work division seeking experienced mass property engineer hazelwood mo berkeley mo site support upcoming advanced development program individual role,urgent search experienced mass property engineer,
Senior Data Scientist with Security Clearance,Integrity First Technologies LLC,"Saint Louis, Saint Louis County",IT Jobs,1,"Senior Data Scientist (10 yrs experience) - NGA Campus West (NCW), St. Louis, MO *Must have a background with intelligence experience, providing analysis and/or data science to an intelligence mission. *Must be able to operate at a senior level and in an independent environment. *Must be proficient and creating processes around large data sets to identify analytical discoveries *Must be able to take these discoveries and provide them through visualizations that are easily integrated into daily …",,"Senior Data Scientist (10 yrs experience) - NGA Campus West (NCW), St. Louis, MO *Must have a background with intelligence experience, providing analysis and/or data science to an intelligence mission. *Must be able to operate at a senior level and in an independent environment. *Must be proficient and creating processes around large data sets to identify analytical discoveries *Must be able to take these discoveries and provide them through visualizations that are easily integrated into daily …",senior data scientist 10 yr experience nga campus west ncw st louis mo must background intelligence experience providing analysis data science intelligence mission must able operate senior level independent environment must proficient creating process around large data set identify analytical discovery must able take discovery provide visualization easily integrated daily,senior data scientist security clearance,
Senior Electronic Systems Design and Analysis Engineer - Mission Computing - Signing Bonus Potential,Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company has an exciting opportunity for an Experienced/Senior Electronic Systems Design and Analysis Engineer for current and emerging fixed wing fighter programs located in Berkeley, MO. These programs include: - F-47…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company has an exciting opportunity for an Experienced/Senior Electronic Systems Design and Analysis Engineer for current and emerging fixed wing fighter programs located in Berkeley, MO. These programs include: - F-47…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing company exciting opportunity experienced senior electronic system design analysis engineer current emerging fixed wing fighter program located berkeley mo program include f 47,senior electronic system design analysis engineer mission computing signing bonus potential,
▷ (Only 24h Left) Senior Electronic Systems Design and Analysis Engineer - Mission Computing - Signing Bonus Potential,Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company has an exciting opportunity for an Experienced/Senior Electronic Systems Design and Analysis Engineer for current and emerging fixed wing fighter programs located in Berkeley, MO. These programs include: - F-47…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company has an exciting opportunity for an Experienced/Senior Electronic Systems Design and Analysis Engineer for current and emerging fixed wing fighter programs located in Berkeley, MO. These programs include: - F-47…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing company exciting opportunity experienced senior electronic system design analysis engineer current emerging fixed wing fighter program located berkeley mo program include f 47,24h left senior electronic system design analysis engineer mission computing signing bonus potential,
"▷ Urgent Search! Lead Navigations, Communications, and Data Link Engineer",Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Mission Systems Phantom Works organization has an exciting opportunity for a senior level Communication Navigation Identification (CNI) engineer. This CNI engineering will be part of a proprietary program located in Berkel…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Mission Systems Phantom Works organization has an exciting opportunity for a senior level Communication Navigation Identification (CNI) engineer. This CNI engineering will be part of a proprietary program located in Berkel…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing mission system phantom work organization exciting opportunity senior level communication navigation identification cni engineer cni engineering part proprietary program located berkel,urgent search lead navigation communication data link engineer,
Lead Mission Systems Crew Systems Engineer,Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Mission Systems Phantom Works organization has an exciting opportunity for an experience to senior level/ lead Mission Systems Crew Systems Engineer. This position will be part of a proprietary program located in Berkeley,…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Mission Systems Phantom Works organization has an exciting opportunity for an experience to senior level/ lead Mission Systems Crew Systems Engineer. This position will be part of a proprietary program located in Berkeley,…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing mission system phantom work organization exciting opportunity experience senior level lead mission system crew system engineer position part proprietary program located berkeley,lead mission system crew system engineer,
Lead Mission Systems Crew Systems Engineer [High Salary],Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Mission Systems Phantom Works organization has an exciting opportunity for an experience to senior level/ lead Mission Systems Crew SystemsEngineer. This position will be part of a proprietary program located in Berkeley, …",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Mission Systems Phantom Works organization has an exciting opportunity for an experience to senior level/ lead Mission Systems Crew SystemsEngineer. This position will be part of a proprietary program located in Berkeley, …",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing mission system phantom work organization exciting opportunity experience senior level lead mission system crew systemsengineer position part proprietary program located berkeley,lead mission system crew system engineer high salary,
"(High Salary) Lead Navigations, Communications, and Data Link Engineer",Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Mission Systems Phantom Works organization has an exciting opportunity for a senior level Communication Navigation Identification (CNI) engineer. This CNI engineering will be part of a proprietary program located in Berkel…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Mission Systems Phantom Works organization has an exciting opportunity for a senior level Communication Navigation Identification (CNI) engineer. This CNI engineering will be part of a proprietary program located in Berkel…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing mission system phantom work organization exciting opportunity senior level communication navigation identification cni engineer cni engineering part proprietary program located berkel,high salary lead navigation communication data link engineer,
Software Engineer Level 3-5 with Security Clearance,Beacon Hill,"Manchester, Saint Louis County",IT Jobs,1," Location: Hazelwood/Berkeley, Missouri (100% Onsite)  Must have an active Secret clearance and be eligible for Special Access Clearance  Contract-to-Hire | U.S. Citizenship Required Join a top-tier aerospace and defense company leading innovation in next-generation platforms and secure systems. We are seeking Software Engineers with strong experience in embedded systems, real-time development, and CI/CD pipelines to support mission-critical, high-security programs.  Key Responsibilities: Desig…",,"Location: Hazelwood/Berkeley, Missouri (100% Onsite)  Must have an active Secret clearance and be eligible for Special Access Clearance  Contract-to-Hire | U.S. Citizenship Required Join a top-tier aerospace and defense company leading innovation in next-generation platforms and secure systems. We are seeking Software Engineers with strong experience in embedded systems, real-time development, and CI/CD pipelines to support mission-critical, high-security programs.  Key Responsibilities: Desig…",location hazelwood berkeley missouri 100 onsite must active secret clearance eligible special access clearance contract hire u citizenship required join top tier aerospace defense company leading innovation next generation platform secure system seeking software engineer strong experience embedded system real time development ci cd pipeline support mission critical high security program key responsibility desig,software engineer level 3 5 security clearance,
Backend Software Engineer with Security Clearance,Latitude Inc.,"Saint Louis, Saint Louis County",IT Jobs,1,"Responsibilities: This role supports the development of innovative systems for analytics, exploitation, production, and dissemination using web, remote desktop, and cloud technologies. Candidates should have 3 years of Python and C#/Java framework experience, 4 years with unit testing, CI tools, and GitLab, and expertise in cloud/SOA/web services or virtualization. The role also requires the ability to plan and prioritize in Confluence/Jira environments and communicate ideas clearly across dive…",,"Responsibilities: This role supports the development of innovative systems for analytics, exploitation, production, and dissemination using web, remote desktop, and cloud technologies. Candidates should have 3 years of Python and C#/Java framework experience, 4 years with unit testing, CI tools, and GitLab, and expertise in cloud/SOA/web services or virtualization. The role also requires the ability to plan and prioritize in Confluence/Jira environments and communicate ideas clearly across dive…",responsibility role support development innovative system analytics exploitation production dissemination using web remote desktop cloud technology candidate 3 year python c java framework experience 4 year unit testing ci tool gitlab expertise cloud soa web service virtualization role also requires ability plan prioritize confluence jira environment communicate idea clearly across dive,backend software engineer security clearance,
Electrophysics Engineer,Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Defense, Space & Security (BDS) team is seeking a Electronic Warefare Engineer located in Berkeley, MO. Position Responsibilities: - Lead collaboration with Suppliers to develop and enhance advanced electronic warfare …",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Defense, Space & Security (BDS) team is seeking a Electronic Warefare Engineer located in Berkeley, MO. Position Responsibilities: - Lead collaboration with Suppliers to develop and enhance advanced electronic warfare …",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd team seeking electronic warefare engineer located berkeley mo position responsibility lead collaboration supplier develop enhance advanced electronic warfare,electrophysics engineer,
[3 Days Left] Electrophysics Engineer,Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Defense, Space & Security (BDS) team is seeking a Electronic Warefare Engineer located in Berkeley, MO. Position Responsibilities: - Lead collaboration with Suppliers to develop and enhance advanced electronic warfare …",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Defense, Space & Security (BDS) team is seeking a Electronic Warefare Engineer located in Berkeley, MO. Position Responsibilities: - Lead collaboration with Suppliers to develop and enhance advanced electronic warfare …",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd team seeking electronic warefare engineer located berkeley mo position responsibility lead collaboration supplier develop enhance advanced electronic warfare,3 day left electrophysics engineer,
Experienced Design and Analysis Engineer (Electrical Systems Design),Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Defense, Space & Security (BDS) team is seeking an experienced Electronic Systems Design and Analysis Engineer to join our team in Berkeley, MO. You will join the F-15/T-7 electrical team where we will look for you to …",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Defense, Space & Security (BDS) team is seeking an experienced Electronic Systems Design and Analysis Engineer to join our team in Berkeley, MO. You will join the F-15/T-7 electrical team where we will look for you to …",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd team seeking experienced electronic system design analysis engineer join team berkeley mo join f 15 7 electrical team look,experienced design analysis engineer electrical system design,
Ground Systems Hardware Architect,Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Defense, Space & Security (BDS) is seeking a highly skilled Senior Level Ground Hardware Architect to support a Phantom Works Fixed Wing Proprietary Program to work in Berkeley, MO. You will be joining a fast-paced program…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Defense, Space & Security (BDS) is seeking a highly skilled Senior Level Ground Hardware Architect to support a Phantom Works Fixed Wing Proprietary Program to work in Berkeley, MO. You will be joining a fast-paced program…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd seeking highly skilled senior level ground hardware architect support phantom work fixed wing proprietary program work berkeley mo joining fast paced program,ground system hardware architect,
▷ High Salary: Ground Systems Hardware Architect,Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Defense, Space & Security (BDS) is seeking a highly skilled Senior Level Ground Hardware Architect to support a Phantom Works Fixed Wing Proprietary Program to work in Berkeley, MO. You will be joining a fast-paced program…",,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Defense, Space & Security (BDS) is seeking a highly skilled Senior Level Ground Hardware Architect to support a Phantom Works Fixed Wing Proprietary Program to work in Berkeley, MO. You will be joining a fast-paced program…",job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd seeking highly skilled senior level ground hardware architect support phantom work fixed wing proprietary program work berkeley mo joining fast paced program,high salary ground system hardware architect,
SQL Database Administrator,"iBrain Technologies, Inc","Saint Louis, Saint Louis County",IT Jobs,1,"Job Description SQL DBA Location: St Louis MO Local candidates only The Sr. DBA is responsible for supporting SQL server databases and ensuring their performance, availability, and security within both the production and development environments. PRINCIPAL RESPONSIBILITIES AND DUTIES: 1. Proactively monitors multiple database systems to ensure that available and secure services are provided to IT customers with a minimum of downtime. 2. Responsible for troubleshooting and problem solving of dat…",,"Job Description SQL DBA Location: St Louis MO Local candidates only The Sr. DBA is responsible for supporting SQL server databases and ensuring their performance, availability, and security within both the production and development environments. PRINCIPAL RESPONSIBILITIES AND DUTIES: 1. Proactively monitors multiple database systems to ensure that available and secure services are provided to IT customers with a minimum of downtime. 2. Responsible for troubleshooting and problem solving of dat…",job description sql dba location st louis mo local candidate sr dba responsible supporting sql server database ensuring performance availability security within production development environment principal responsibility duty 1 proactively monitor multiple database system ensure available secure service provided customer minimum downtime 2 responsible troubleshooting problem solving dat,sql database administrator,
